Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Одеса, пров.Семафорний, 4 Аптека №46",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",6,"м.Одеса, вул.Гена Іоганна (Боженка), 19, 	Аптечний склад №1",Одеська
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"А1 м.Одеса, вул.Генерала Петрова, 46",Одеська
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",4,"м.Одеса, вул.Грушевського, 50-А",Одеська
Крестор таб. в/о 10мг №28 (14х2) бліст.,2,"м.Одеса, вул.Пироговська, 2,ВМКЦ ЦР,військове містечко №11, 1-й поверх будівлі №73(лікув. корпус) ",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Одеська обл., смт Доброслав, вул.Центральна, 49,Аптека №1 ""Центральна""",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., смт Доброслав, вул.Центральна, 49,Аптека №1 ""Центральна""",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Миколаїв, пр-т Центральний, 73, Аптека №1",Миколаївська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Херсон, вул.Перекопська, 136,Аптека №1",Херсонська
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Тернопіль, вул.Текстильна, 28ч",Тернопільська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Львів, вул.Кульпарківська, 226-А",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Львів, пр-т Чорновола, 43-А",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Львів, пр-т В.Чорновола, 93",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Львів, вул.Широка, 64",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Львів, вул. Тернопільська, 21Є",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Під Дубом, 7б, прим.SH 0.03",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"вул. Пасічна, 70, м.Львів",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Стрийська, 1",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Городоцька, 179, корп.27",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, провул.Політехнічний, 3",
Беталок Зок таб. в/о 100мг №30,1,"м.Київ вул.Амосова,4  Аптека № 22",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"вул.Сім'ї Ідзиковських, 2,	м.Київ, Аптека №2",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, Майдан Незалежності, сектор А, Торговий Центр ""Глобус""",
Беталок Зок таб. в/о 100мг №30,1,"м.Київ вул.Світлицького,29/18  Аптека №17",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул,Саксаганського,147/5",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, пр-т Бажана, 8",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",8,"м.Київ, пр-т Бажана, 8",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, пр-т Голосіївський, 93 Аптека №10",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Лобановського Валерія, 4 Д",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Жолудєва, 4",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, вул.Євгена Сверстюка, 4",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Євгена Сверстюка, 4",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, б-р Лесі Українки, 26 Аптека №45",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Хоткевича Гната, 1-В",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Київ, вул.Драйзера, 8",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, вул.Березняківська, 31",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, Кільцева дорога, 12",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Київська обл., м.Вишневе, вул.Святошинська, 28",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Велика Васильківська, 65 (ЛІТЕРА А)",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, вул.Княжий Затон, 4/4",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Калнишевського Петра, 6, прим. 1-3",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Сім'ї Сосніних, 17",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Івана Кавалерідзе, 1А",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, Кільцева дорога, 1 Аптека №49",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Маршала Тимошенко, 18 Аптека №12",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, провул.Коломийський, 17/31а, прим. №433 (літ.А)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Лебедєва Академіка, 1, корп.1, прим.№144",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Георгія Кірпи, 5",
Крестор таб. в/о 10мг №28 (14х2) бліст.,10,"0368 м. Київ, вул.Пшенична,16",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Бориспільський р-н, с.Дударків, вул.Гоголя, 45-в, Аптека №10",Київська
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Аптека №11 ""Медея""  Київська обл., Броварський р-н, с.Пухівка, вул.Центральна, 116, прим.1а 1412,11",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Бориспіль, вул.Київський шлях, 73 Аптека №1",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Бориспіль, вул.Київський шлях, 73 Аптека №1",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Бориспіль, вул.Шевченка, 4, Аптека ""Бориспільська центральна аптека №24""",Київська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"Київська обл., м.Бориспіль, вул.Шевченка, 4, Аптека ""Бориспільська центральна аптека №24""",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, б-р Олександрійський, 84, прим.50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, вул.Леваневського, 47/1, прим.217",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Київська обл., м.Біла Церква, вул.Леваневського, 26-Д",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., Білоцерківський р-н, м.Узин, вул.Авіаторів, 71 в, прим.1",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, вул. Павліченка 37,пом 33, 	Аптека №1",Київська
Онгліза 5мг таб.№30,1,"КА-151 м.Біла Церква, б.Олександрійський, 20, прим.192",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Васильківський р-н, смт Глеваха, вул.Вокзальна, 18а",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., Васильківський р-н, смт Глеваха, вул.Вокзальна, 18а",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Київська обл., м.Тараща, вул.Шевченка, 35",Київська
